Key,Value
1709,لقد اكتمل البرنامج التعليمي بالفعل.
1710,لقد حصلت بالفعل على المكافأة.
1711,مشغل البرامج التعليمية - يُشغِّل البرنامج التعليمي فقط
1712,هذا ليس مشغل برامج تعليمية.
1713,يتعذر تجاوزه.
1714,يتعذر تشغيل البرنامج التعليمي في السراديب.
1801,خطأ في الخادم رديس.
1802,معرف معلومات تحديد الفئة غير صحيح.
1803,لا توجد بيانات لتحديد الفئة.
1804,صفحة غير صحيحة.
1850,لم تتم إعادة تعيين الدردشة الصوتية.
1851,خرج زمن الاستجابة الخاص بخادم الدردشة الصوتية عن النطاق المسموح به.
1901,لقد وصلت إلى الحد الأقصى من كوبونات مهرجان حصار القلعة.
1902,لقد وصلت إلى الحد الأقصى من نقاط المهارات.
1903,لقد وصلت إلى الحد الأقصى من بطاقات الميدان.
1904,لقد وصلت إلى الحد الأقصى من الألماس الأحمر.
1905,لقد وصلت إلى الحد الأقصى من الألماس الأزرق.
1906,لقد وصلت إلى الحد الأقصى من الولاء.
1907,لقد وصلت إلى الحد الأقصى من نقاط الصداقة.
1908,لقد وصلت إلى الحد الأقصى من التوباز.
1909,لقد وصلت إلى الحد الأقصى من عملات القبيلة.
1910,لقد وصلت إلى الحد الأقصى من عملة أدينا.
2001,نوع الحدث غير صحيح.
2002,الحدث ليس قيد التقدم حاليًا.
2003,لقد حصلت بالفعل على مكافآت الحدث.
2004,شروط الحدث غير صحيحة.
2005,لا يمكنك الوفاء بشروط الحدث.
2006,لقد حصلت بالفعل على أقصى عدد ممكن من مكافآت الحدث.
3000,لقد تجاوز هدف NetmarbleS IAP لتلقي الهدايا الحد الأقصى.
3001,تم تجاوز الحد الأقصى لهدايا NetmarbleS IAP.
3002,تجاوز NetmarbleS IAP حد الدفع.
3003,خطأ في NetmarbleS IAP.
3004,NetmarbleS IAP ليس عنصرًا مسجلاً.
3005,NetmarbleS IAP لا يوجد رد من الخادم. حاول مرة أخرى.
3006,صيانة الخادم NetmarbleS IAP قيد التقدم.
3007,خطأ في تعيين العنصر.
3008,لقد انتهت فترة بيع العنصر.
3009, لقد نفد مخزون هذا العنصر.
3101,فشل التأكيد على التسجيل المسبق.
3102,فشل التحقق من التسجيل المسبق.
4001,لم يدخل اللاعب إلى هذه المنطقة بعد.
9000,الحزم المطلوب حذفها.
9001,قريبًا
9002,تم التجاوز.
981,لا تكفي خبرة قاعة القبيلة لرفع المستوى.
980,"قاعة هذه القبيلة مغلقة.
يمكنك الدخول فقط إذا كانت أبواب قاعة القبيلة مفتوحة."
990,لم تشترِ هذه القبيلة قاعة لها.
991,أنت في قاعة القبيلة بالفعل.
5600,"يمكنك دعوة لاعبين خلال 200 نقطة من
نقاط قائد فريق ساحة المعركة."
5601,هذا اللاعب عضو في فريق ساحة المعركة بالفعل.
498,"لا يمكنك شراء طلقات الروح
عندما تكون طلقات الروح نشطة."
992,لقد وصل هذا العضو إلى الحد الأقصى المسموح به من الجوائز.
993,لا يوجد أعضاء قبيلة لمكافآتهم.
92,"لقد تم إغلاق الحاجز نظرًا لانتهاء وقت الاستدعاء.
انتهت معركة هذا السرداب."
5602,"نحن حاليًا خارج الموسم.
سيتم تطبيق نتيجتك بمجرد ابتداء الموسم العادي."
999,يتعذر حل قاعة القبيلة نظرًا لأن هناك لاعب ما يزال في الداخل.
1013,لا يمكنك تفويض منصب رئيس القبيلة إلا للاعبٍ مضى على عضويته 7 أيام أو أكثر.
979,لقد اشتريت بالفعل قاعة القبيلة.
982,لا تكفي بلورة أجزاء الوحدة لرفع المستوى.
1004,"تتم إعادة تعيين المهمات الفردية لقاعة القبيلة يوميًا
ويتم توفير مهمة واحدة فقط يوميًا."
983,"لا يوجد حد أقصي لعدد مهمات قاعة القبيلة التي يمكنك تنفيذها في اليوم الواحد،
لكن يمكن إجراء 3 مهمات فقط في آن واحد."
984,مهمة قاعة القبيلة هذه قيد التقدم بالفعل.
985,هناك عضو قبيلة آخر يعمل بالفعل على هذه المهمة.
986,لقد اكتملت هذه المهمة بالفعل.
987,هذه المهمة ليست قيد التقدم حاليًا.
988,يتعذر إتمام هذه المهمة في الوقت الحالي.
989,"رفع مستوى قاعة القبيلة من أجل
زيادة قوة بلورة الوحدة."
994,"تعيين حارس ذي رتبة أعلى
للاستفادة منه."
995,تم بالفعل تسجيل كنز آخر.
996,لا توجد أي كنوز مسجلة.
997,يلزم وقت إضافي لتقييم الكنز.
998,نقاط صندوق كنز القبيلة غير كافية.
1000,"قصف جيد أو أفضل على حد سواء
تم تجهيزه بالفعل."
1010,هذا الحارس لديه مهمة بالفعل.
1011,نوع الحارس هذا غير معروف.
1012,غير قادر على ترقية الحارس إلى الرتبة المحددة.
1021,ليس بصدد القتال ضد القبيلة المعادية.
1022,بصدد التفاوض بالفعل على إنهاء القتال ضد القبيلة المعادية.
1023,ليس بصدد التفاوض على إنهاء القتال ضد القبيلة المعادية.
1024,أعضاء القبيلة غير كافين لدخول المعركة.
1025,أعضاء القبيلة المعادية غير كافين لدخول المعركة.
93,يتعذر تغيير القنوات أثناء المعركة.
500,غادر ميدان الاشتباك لتتحرك.
97,عملات الشرف غير كافية.
98,عملات الشجاعة غير كافية.
99,العملات القديمة غير كافية.
1911,وصلت إلى الحد الأقصى من عملات الشرف.
1912,وصلت إلى الحد الأقصى من عملات الشجاعة.
1913,وصلت إلى الحد الأقصى من العملات القديمة.
895,يتعذر الدخول أثناء تجهيز ساحة المعركة.
1014,احتراق غير كافٍ لاشتعال النار في المدفأة.
1015,وصل إلى الحد الأقصى للصنع.
1051,يتعذر منح هذا العنصر كجائزة.
400,لا تتوفر نقاط مهارات.
5300,معرف وسائل النقل غير صحيح.
5301,معرف معلومات وسائل النقل غير صحيح.
5302,لم يتم التزويد بوسائل نقل.
5303,أنت تطلب ركوب وسيلة نقل مماثلة.
5304,هذا عنصر وسيلة نقل آخر.
5305,وصلت إلى الحد الأقصى لاستخدام وسيلة النقل هذه.
5306,معلومات وسائل النقل غير متوافقة.
5307,يتعذر تنشيط وسيلة النقل لأن مستواك منخفض للغاية.
5308,لا توجد وسائل نقل نشطة.
5309,رتبة وسيلة النقل منخفضة للغاية.
5310,لم يتم الوفاء بشرط تنشيط وسيلة التنقل هذه.
5311,هذا ليس عنصر وسيلة نقل.
5312,فتحة التزويد بعنصر وسيلة النقل هذه غير صحيحة.
5313,مواد رفع مستوى وسيلة النقل غير كافية.
5314,لا يمكنك ركوب أي وسائل نقل هنا.
5315,مستوى وسيلة النقل منخفض للغاية.
6500,وصل إلى الحد الأقصى للربط.
896,"لقد قمت بتضمين شخصيات غير صالحة.
(يتعذر استخدام أحرف خاصة أو شعار)"
898,"يمكن استخدام من 2 إلى 16 حرفًا فقط
(من 2 إلى 12 حرفًا عند استخدام الحروف الكورية أو الصينية)،
بما في ذلك المسافات."
897,يمكنك استخدام مسافة واحدة فقط في المرة الواحدة.
5400,هذا غير متوفر حاليًا.
1121,يتعذر دخول مقرات الحصار نظرًا لأنه تم تدميرها.
899,"يمكنك فقط الانضمام إلى فريق من أعضاء القبيلة في حصار الحصن وحصار القلعة
أو دعوتهم إلى فريقك."
6600,هذا غير متوفر حاليًا. يمكنك تغيير الاسم في الساحة فقط ولا يمكنك فعل هذا أثناء وجودك في فريق.
1055,تأخر الرد من خادم Netmarble حاليًا. يرجى المحاولة مرة أخرى.
900,لا يمكن إرسال/تلقي دعوات في الموقع الحالي.
5603,لا يتوفر قتال الفريق أثناء فترة تحديد المستوى.
5604,لا يمكنك القتال في فريق مع لاعبين مشاركين في اختبارات تحديد المستوى.
7100,يتعذر استخدام الرتبة UR كمادة سمة.
107,"لا يمكنك الدخول وأنت ميت.
يرجى المحاولة مرة أخرى بعد إعادة الحياة."
1056,مستواك أقل من مستوى الإدخال المطلوب.
1057,القوة القتالية لديك أقل من القوة القتالية المطلوبة.
1058,ليس لديك ما يكفي من مرات دخول مساعدة القبيلة.
1059,لقد وصلت إلى أقصى عدد من اللاعبين يمكنه المشاركة في مساعدة سرداب القبيلة.
1060,لا يمكنك دخول السرداب باستخدام [انضمام] إذت كنت مشتركًا بالفعل في سرداب.
1061,أنت خارج نطاق مستوى دعم سرداب القبيلة.
1062,أنت خارج نطاق القوة القتالية لدعم سرداب القبيلة.
1063,أنت خارج نطاق عدد اللاعبين المجندين لمساعدة سرداب القبيلة.
1064,لقد تم تأجيل تنفيذ طلب النجدة الخاص بسرداب القبيلة.
108,لقد وصلت إلى أقصى عدد من إعادة الحياة الفورية.
109,يصعب الدخول بسبب الزحام الشديد.
110,لا يوجد ألماس أخضر كافٍ.
111,@NotEnoughFreeDiamondStorage
112,لا يوجد ألماس أزرق ولا ألماس أحمر كافٍ.
1914,لقد وصلت إلى الحد الأقصى من الألماس الأخضر.
1065,لقد هُزِم زعيم سرداب القبيلة.
638,"لديك بالفعل مهمة خاصة.
يجب عليك إتمام المهمات قيد التقدم أولاً."
1066,@PartyInvalidName
1067,لا توجد أهداف تسعى إلى الثأر منها.
1068,اللاعب ليس في الغرفة.
1069,دعم الثأر غير ممكن هنا.
1605,لا توجد مكافأة على مهمة الرحلة.
5101,"تم تنشيط هذا العنوان،
وبالتالي لا يمكنك استخدام العناصر."
113,@PartyInvalidName
1005,تمت بالفعل دعوة هذا اللاعب إلى القبيلة.
1006,فشل في الدعوة إلى القبيلة. وصل إلى أقصى عدد يجوز للقبيلة دعوتهم.
1007,لقد رفض هذا اللاعب دعوة القبيلة.
1008,لا يمكن دعوة هذا اللاعب إلى القبيلة.
114,"Including spaces, only 2-25 characters
(2-20 if Korean or Chinese is included)
can be used."
1026,سيتوفر إعلان دعوة القبيلة قريبًا.
1334,"هذا الشراء متوفر فقط للاعبين الذين يمثلون جزءًا من القبيلة.
يرجى المحاولة مرة أخرى بعد الانضمام لإحداها."
1009,@PartyInvalidName
1018,@PartyInvalidNameSpace
1019,@PartyInvalidNameLength
5607,حصلت بالفعل على مكافأة الموسم.
6203,Insufficient number of openings when using Adena. You can only open 2 daily with Adena.
8600,Incorrect mini-game identifier
8601,No more rewards remaining
8602,Not in mini-game world
8603,Mini-game cannot be entered
1027,No more Clan Hall Quests remaining.
1430,"A party member is affected by a leaver penalty.
Cannot enter."
1431,"You left a Temporal Rift early recently.
You cannot enter for a period of time."
2211,This cloak has already been acquired.
2212,Incorrect cloak type.
2213,Cannot find cloak.
2214,Cloak necessary for cloak activation not owned.
2215,Cloak level too low for cloak activation.
2216,Cloak battle deck data is incorrect.
2217,Cannot find the cloak battle deck data.
2218,Cloak is at max level.
2219,Cloak not activated.
2220,Cloak color data is incorrect.
2221,Cloak type data is incorrect.
2222,Cloak substat lock data is incorrect.
2223,Only Clan Leaders can choose to level up or change the color of Clan Cloaks.
120,@PartyInvalidNameLength
121,@PartyInvalidName
122,يحتوي الاسم على نص ممنوع.
123,@PartyInvalidNameSpace
7103,Item use level is at max.
1432,Cannot recharge when the reward count is at max.
1433,Used up all reward recharges.
-1,Reached max reset amount on the Treasure Board. Cannot reset.
6201,You must open at least 20 cells to reset to the next Treasure Board.
6202,Insufficient total opened treasures.
1333,League Tier too low to purchase.
1434,You cannot enter because the rift is closed.
2201,Cannot find this event.
2202,Coming soon.
2203,This event has ended.
2204,All draw rewards have been used.
2205,Not enough Tickets.
7304,"계정 창고에 아이템이 있는 경우, 서버 이전 신청이 불가합니다.
창고를 모두 비운 후 다시 이용 부탁드립니다."
7301,Character Name Duplicate
7300,Character Limitation
7302,서버 이전 판매 수량 없음
7303,서버 이전 처리중
639,Limited-time items cannot be used.
1350,جارٍ بالفعل طلب الانضمام إلى الحصار المفتوح.
1351,هناك لاعب في وضع استعدادٍ بالفعل لدخول الحصار المفتوح.
1352,يتعذر العثور على لاعب.
1353,لاعب بالفعل في فريقك.
1354,يتعذر العثور على فريق هذا الحصار المفتوح.
1355,بلغ عدد أعضاء الفريق الحد الأقصى.
1356,Player is currently a part of an Open Siege party.
1357,لا يوجد حزب تابع.
1358,ليس قائد الفريق.
1359,لا يمكنك طرد نفسك.
1360,يتعذر العثور على هذا اللاعب.
1361,لا يمكن تنفيذ هذا الإجراء من قِبل قائد الفريق.
1362,يتعذر تنفيذ هذا الإجراء أثناء الاستعداد.
1363,غير ممكن في اللحظة الراهنة.
1364,حدد تصنيفًا لإنهاء الاستعدادات.
1365,عضو الفريق ليس مستعدًا.
1366,مستعد!
1367,غير مستعد بعد.
1368,لا يمكن تنفيذ هذا الإجراء بعد.
1369,تم تحديد تاريخ المشاركة السابقة.
1370,جارٍ الاستعداد لدخول السرداب.
1371,هنالاعب يستعد لدخول السرداب.
1372,This action is unavailable when a player is requesting to participate in Open Siege.
1373,اللاعب حاليًا جزء من حصار مفتوح.
1374,لا يمكنك دخول حصار مفتوح من هذا الموقع.
-1,관전모드에서는 채팅 사용이 불가능 합니다.
1192,A member of a clan participating in a Fortress Siege (or Castle Siege) must enter first to make spectator mode possible.
1442,لا يباع هذا العنصر بعد الآن.
7700,رموز السيادة غير كافة.
1191,현재 관전 인원수가 최대 입니다.
2008,You have already reached the last section. Check the event again.
1339,Purchasable only after conquering a Fortress of an appropriate Grade.
2009,Reached the maximum number of Dice Game plays.
-1,وهمي
7550,يتعذر الحصول على العنصر نظرًا لانتهاء الوقت.
1120,غير قادر على الرهن.
2250,قوة الصراع الحالية أقل من الحد الأدنى الموصى به للمنطقة المحددة. لا يمكنك المشاركة.
2251,لا يتطابق اللاعب في الوقت الحالي.
2252,لا توجد معلومات عن حجر استدعاء الوحش.
2253,ليس في السرداب حاليًّا.
2254,لقد انسحب قائد الفريق. مغادرة السرداب.
2255,لا يمكن إكمال الإجراء أثناء الوجود في سرداب الوحش.
