Key,Value
1055,Houve atraso na reposta do servidor Netmarble. Tente de novo.
900,Não é possível enviar ou receber convites no local atual.
5603,Criação de grupo está indisponível durante o período de posicionamento.
5604,Você não pode ficar em um grupo com jogadores que estejam participando de testes de colocação.
7100,Impossível usar grau UR como material de atributo.
107,"Você não pode entrar quando morto.
Tente novamente após reviver."
1056,O seu nível é mais baixo que o nível necessário para entrar.
1057,O seu poder de combate é mais baixo que o necessário para entrar.
1058,Você não tem contagens de entrada de ajuda do clã suficientes.
1059,Você chegou ao número máximo de jogadores que podem participar no apoio à Masmorra de Clã.
1060,Você não pode entrar usando [Entrar] se já estiver participando de uma masmorra.
1061,Você está fora do intervalo de nível para apoio à Masmorra de Clã.
1062,Você está fora do intervalo de Poder de combate para apoio à Masmorra de Clã.
1063,Você está fora do intervalo de contagem de jogador recruta para apoio à Masmorra de Clã.
1064,O Pedido de apoio da Masmorra de clã foi colocado em espera.
108,Você chegou ao número máximo de vezes que pode usar “Reviver instantâneo”.
109,Está muito cheio para entrar.
110,Diamantes verdes insuficientes.
111,@NotEnoughFreeDiamondStorage
112,Diamantes azuis ou verdes insuficientes.
1914,Você chegou ao limite de diamantes verdes.
1065,O chefe da Masmorra de clã foi derrotado.
638,"Você já tem uma tarefa especial.
Você deve primeiramente concluir as tarefas especiais em andamento."
1066,@PartyInvalidName
1067,Não há alvos para concretizar vinganças.
1068,O jogador não está na sala.
1069,Não é possível apoiar vinganças aqui.
1605,Não há recompensas de missão de jornada.
5101,"Este título já foi ativado,
portanto não é possível usar itens."
113,@PartyInvalidName
1005,O jogador já foi convidado para o clã.
1006,Não foi possível convidar para o clã. O máximo de convites já foi atingido.
1007,O jogador recusou o convite para o clã.
1008,O jogador não pode ser convidado para o clã.
114,"Permitidos de 2 a 25 caracteres
(de 2 a 20 se houver caracteres coreanos ou chineses)
inclusive espaços."
1026,A propaganda de convite para o clã estará disponível em alguns instantes.
1334,"Esta compra está disponível somente para jogadores integrantes de um clã.
Tente novamente após entrar em um."
1009,@PartyInvalidName
1018,@PartyInvalidNameSpace
1019,@PartyInvalidNameLength
5607,Recompensa da temporada já resgatada.
6203,"Número de aberturas insuficientes ao usar Adena. Você só pode abrir 2 por dia, com Adena."
8600,Identificador de minijogo incorreto.
8601,Não há recompensas restantes
8602,Não está no mundo do minijogo
8603,Você não pode entrar no minijogo
1027,Sem missões da Sede do Clã restantes.
1430,"Quando um membro sai, os membros remanescente são afetados por sua penalidade.
Impossível entrar."
1431,"Você saiu de uma Fenda Temporal recentemente.
Você não pode entrar por um tempo."
2211,Esta capa já foi obtida.
2212,Tipo de capa incorreto.
2213,Impossível encontrar capa.
2214,Você não tem a capa necessária para ativação de capa.
2215,Nível da capa muito baixo para ativação da capa.
2216,Os dados do baralho da batalha de capa estão incorretos.
2217,Impossível encontrar os dados do baralho da batalha de capa.
2218,A capa está no nível máximo.
2219,A capa não está ativada.
2220,Os dados da cor da capa estão incorretos.
2221,Os dados do tipo da capa estão incorretos.
2222,Os dados do bloqueio do subatributo da capa estão incorretos.
2223,Só líderes do clã podem escolher entre evoluir ou alterar a cor das capas do clã.
120,@PartyInvalidNameLength
121,@PartyInvalidName
122,Palavras proibidas incluídas.
123,@PartyInvalidNameSpace
7103,Nível de uso do item no máximo.
1432,Não pode recarregar se a contagem de recompensa estiver no máximo.
1433,Já usou todas as recargas de recompensa.
-1,Chegou à quantidade de redefinições máxima no placar do tesouro. Impossível redefinir.
6201,Você deve abrir pelo menos 20 células para redefinir ao próximo placar do tesouro.
6202,Total de tesouros abertos insuficiente.
1333,Categoria da liga muito baixa para comprar.
1434,"A Fenda está fechada, você não pode entrar."
2201,Impossível encontrar este evento.
2202,Em breve.
2203,Este evento terminou.
2204,As recompensas de compra foram usadas.
2205,Bilhetes insuficientes.
7304,"계정 창고에 아이템이 있는 경우, 서버 이전 신청이 불가합니다.
창고를 모두 비운 후 다시 이용 부탁드립니다."
7301,Nome do personagem duplicado
7300,Limite de caracteres
7302,서버 이전 판매 수량 없음
7303,서버 이전 처리중
639,Você não pode usar os itens com tempo limitado.
1350,Já solicitou entrada no Cerco Aberto.
1351,Há um jogador à espera para entrar no Cerco Aberto.
1352,Não é possível encontrar um jogador.
1353,Um jogador já está no seu grupo.
1354,Não é possível encontrar este grupo de Cerco Aberto.
1355,A contagem de membros do grupo chegou ao máximo.
1356,O jogador faz parte de um grupo de Cerco Aberto no momento.
1357,Nenhum grupo afiliado.
1358,Não é o líder do grupo.
1359,Não é possível expulsar a si mesmo.
1360,Não é possível encontrar esse jogador.
1361,O líder do grupo não pode executar essa ação.
1362,Não é possível executar essa ação durante a preparação.
1363,Não é possível no momento.
1364,Selecione uma classe para concluir a preparação.
1365,Um membro do grupo não está pronto.
1366,Pronto!
1367,Ainda não está pronto.
1368,Ainda não é possível executar essa ação.
1369,O histórico de participações anteriores foi identificado.
1370,Preparando para entrar na masmorra.
1371,Um jogador está preparando-se para entrar na masmorra.
1372,Essa ação fica indisponível quando o jogador está solicitando a participação em um Cerco Aberto.
1373,Um jogador já está participando de um Cerco Aberto.
1374,Não é possível entrar no Cerco Aberto deste local.
-1,관전모드에서는 채팅 사용이 불가능 합니다.
1192,Um membro de um clã participante do Cerco à Fortaleza (ou Cerco ao Castelo) deve entrar primeiro para possibilitar o modo espectador.
1442,Este item já não está à venda.
7700,Fichas de maestria insuficientes.
1191,현재 관전 인원수가 최대 입니다.
2008,Você já chegou à última seção. Verifique o evento novamente.
1339,Só se pode comprar após conquistar uma Fortaleza de Grau apropriado.
2009,Você atingiu o número máximo de jogadas no Jogo de Dados.
-1,Falso
7550,Impossível obter o item porque o tempo expirou.
1120,Impossível desistir.
2250,O PC atual é inferior ao mínimo recomendado para a região selecionada. Impossível participar.
2251,O jogador não está em combinação de partida no momento.
2252,Não há nenhuma informação sobre a Pedra de Evocação de Monstro.
2253,Você não está em nenhuma masmorra.
2254,O líder do grupo saiu. Saindo da masmorra.
2255,Impossível concluir a ação enquanto estiver em uma Masmorra de Monstro.
